"launch_date","recalls_number","manufacturer_ref","defect","make","model","build_start","build_end"
"23/09/2019","R/2020/040","TI42.15U19045A","Non-approved screws fitted to the brake anchor plate","MERCEDES BENZ BUS","SETRA S400 & 500","08/03/2007","08/03/2007"
"06/12/2012","R/2012/150","0012390300","The power steering pump drive belt tensioner pulley securing bolt may fail which will lead to the loss of power steering assistance and the necessity for the driver to supply additional input to steering the vehicle.","BMW","X5","01/06/2006","30/11/2012"
"06/12/2012","R/2012/150","0012390300","The power steering pump drive belt tensioner pulley securing bolt may fail which will lead to the loss of power steering assistance and the necessity for the driver to supply additional input to steering the vehicle.","BMW","X6","01/06/2006","30/11/2012"
"06/12/2012","R/2012/150","0012390300","The power steering pump drive belt tensioner pulley securing bolt may fail which will lead to the loss of power steering assistance and the necessity for the driver to supply additional input to steering the vehicle.","BMW","X6","01/06/2006","30/11/2012"
"06/12/2012","R/2012/150","0012390300","The power steering pump drive belt tensioner pulley securing bolt may fail which will lead to the loss of power steering assistance and the necessity for the driver to supply additional input to steering the vehicle.","BMW","X5","01/06/2006","30/11/2012"
"06/12/2012","R/2012/150","0012390300","The power steering pump drive belt tensioner pulley securing bolt may fail which will lead to the loss of power steering assistance and the necessity for the driver to supply additional input to steering the vehicle.","BMW","X6","01/06/2006","30/11/2012"
"06/12/2012","R/2012/150","0012390300","The power steering pump drive belt tensioner pulley securing bolt may fail which will lead to the loss of power steering assistance and the necessity for the driver to supply additional input to steering the vehicle.","BMW","X5","01/06/2006","30/11/2012"
"06/12/2012","R/2012/150","0012390300","The power steering pump drive belt tensioner pulley securing bolt may fail which will lead to the loss of power steering assistance and the necessity for the driver to supply additional input to steering the vehicle.","BMW","X5","01/06/2006","30/11/2012"
"06/12/2012","R/2012/150","0012390300","The power steering pump drive belt tensioner pulley securing bolt may fail which will lead to the loss of power steering assistance and the necessity for the driver to supply additional input to steering the vehicle.","BMW","X5","01/06/2006","30/11/2012"
"06/12/2012","R/2012/150","0012390300","The power steering pump drive belt tensioner pulley securing bolt may fail which will lead to the loss of power steering assistance and the necessity for the driver to supply additional input to steering the vehicle.","BMW","X6","01/06/2006","30/11/2012"
"06/12/2012","R/2012/150","0012390300","The power steering pump drive belt tensioner pulley securing bolt may fail which will lead to the loss of power steering assistance and the necessity for the driver to supply additional input to steering the vehicle.","BMW","X6","01/06/2006","30/11/2012"
"06/12/2012","R/2012/150","0012390300","The power steering pump drive belt tensioner pulley securing bolt may fail which will lead to the loss of power steering assistance and the necessity for the driver to supply additional input to steering the vehicle.","BMW","X5","01/06/2006","30/11/2012"
"02/03/2015","R/2015/049","T188.60M9535A","The existing locking mechanism is not sufficient to secure the service cover situated at the rear left. The cover could open whilst the bus is in motion and be a danger to other roadusers.","MERCEDES BENZ BUS","CITARO","01/01/2014","01/10/2014"
"14/12/2010","R/2010/209","oc343","Due to high road salt usage in winter  the engine cooling fan module may suffer from corrosion and may overheat and ignite. ","FORD","FOCUS","09/03/2004","25/01/2007"
"27/04/2001","R/2000/102","1830","There is a possibility that the end part of the exhaust pipe could break off at the welding seam to the rear of the muffler. Hot exhaust gases could in isolated cases cause the risk of substantial consequential heat damage in the rear region of the vehicle.","MERCEDES BENZ","C CLASS","01/01/1993","31/12/1996"
"27/04/2017","R/2017/128","SRL1703","The threaded connection of the axle stop bracket on the rear axle may not have been tightened to specification. As a result the threaded connection could work loose and allow the bracket to fall on the roadway which can increase the risk of a collision.","MERCEDES BENZ","ATEGO","17/10/2016","02/11/2016"
"27/04/2017","R/2017/128","SRL1703","The threaded connection of the axle stop bracket on the rear axle may not have been tightened to specification. As a result the threaded connection could work loose and allow the bracket to fall on the roadway which can increase the risk of a collision.","MERCEDES BENZ","ATEGO","17/10/2016","02/11/2016"
"10/07/2017","RM/2017/020","0000313000","The fixed fork tube can suffer preliminary damage due to unusual incidents with momentary high stress without the user noticing the damage. Through longer usage with high stress the pressed in seal plug can loosen. This usually leads to oil leaks  a clacking noise as well as increasingly imprecise drivability. If these signals are not perceived or ignored and further high stress incidents occur  the plug may become completely loose. Subsequently  critical driving conditions cannot be ruled out.","BMW MOTORCYCLES","R1200GS","22/08/2013","19/06/2017"
"10/07/2017","RM/2017/020","0000313000","The fixed fork tube can suffer preliminary damage due to unusual incidents with momentary high stress without the user noticing the damage. Through longer usage with high stress the pressed in seal plug can loosen. This usually leads to oil leaks  a clacking noise as well as increasingly imprecise drivability. If these signals are not perceived or ignored and further high stress incidents occur  the plug may become completely loose. Subsequently  critical driving conditions cannot be ruled out.","BMW MOTORCYCLES","R1200GS ADVENTURE","22/08/2013","19/06/2017"
"27/02/2019","R/2018/302","SRL1805","The front air deflector may become detached.","MERCEDES-BENZ TRUCKS UK LTD","ACTROS 963","03/08/2017","08/08/2018"
"27/02/2019","R/2018/302","SRL1805","The front air deflector may become detached.","MERCEDES-BENZ TRUCKS UK LTD","ACTROS 964","03/08/2017","08/08/2018"
"25/10/2018","R/2018/272","SRL1804","Hydraulic steering power assistance could potentially fail or be reduced considerably during operation.","MERCEDES-BENZ TRUCKS UK LTD","ACTROS 963","16/02/2018","23/04/2018"
"16/04/2019","R/2019/092","SRPC1857","A lock nut may be cracked in the steering gear.","MERCEDES-BENZ CARS UK LTD","C-CLASS","01/12/2017","31/10/2018"
"16/04/2019","R/2019/092","SRPC1857","A lock nut may be cracked in the steering gear.","MERCEDES-BENZ CARS UK LTD","C-CLASS","01/12/2017","31/10/2018"
"16/04/2019","R/2019/092","SRPC1857","A lock nut may be cracked in the steering gear.","MERCEDES-BENZ CARS UK LTD","C-CLASS","01/12/2017","31/10/2018"
"16/04/2019","R/2019/092","SRPC1857","A lock nut may be cracked in the steering gear.","MERCEDES-BENZ CARS UK LTD","C-CLASS","01/12/2017","31/10/2018"
"16/04/2019","R/2019/092","SRPC1857","A lock nut may be cracked in the steering gear.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/12/2017","31/10/2018"
"16/04/2019","R/2019/092","SRPC1857","A lock nut may be cracked in the steering gear.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/12/2017","31/10/2018"
"16/04/2019","R/2019/092","SRPC1857","A lock nut may be cracked in the steering gear.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/12/2017","31/10/2018"
"16/04/2019","R/2019/092","SRPC1857","A lock nut may be cracked in the steering gear.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/12/2017","31/10/2018"
"16/04/2019","R/2019/092","SRPC1857","A lock nut may be cracked in the steering gear.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/12/2017","31/10/2018"
"16/04/2019","R/2019/092","SRPC1857","A lock nut may be cracked in the steering gear.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/12/2017","31/10/2018"
"26/11/2018","R/2018/281","SRV1812","Improve the vehicle emissions via software updates.","MERCEDES-BENZ VANS UK LTD","VITO 447","22/05/2015","15/05/2018"
"26/11/2018","R/2018/281","SRV1812","Improve the vehicle emissions via software updates.","MERCEDES-BENZ VANS UK LTD","VITO 447","22/05/2015","15/05/2018"
"26/11/2018","R/2018/281","SRV1812","Improve the vehicle emissions via software updates.","MERCEDES-BENZ VANS UK LTD","VITO 447","22/05/2015","15/05/2018"
"04/04/2016","R/2016/034","SRPC1605","Due to corrosion of internal components the SRS control unit may fail. This will deactivate SRS components  such as airbags or  in rare instances  cause an SRS component to unintentionally deploy.","MERCEDES BENZ","C CLASS","01/03/2006","30/11/2009"
"18/07/2016","R/2016/150","SRPC1617","Due to a deviation in the manufacturing process the retaining bolt for the right rear seal belt may not have been tightened to the correct specification. In the event of a collision the belt may fail.","MERCEDES BENZ","ML CLASS","01/04/2015","31/08/2015"
"18/07/2016","R/2016/150","SRPC1617","Due to a deviation in the manufacturing process the retaining bolt for the right rear seal belt may not have been tightened to the correct specification. In the event of a collision the belt may fail.","MERCEDES BENZ","GLE","01/04/2015","31/08/2015"
"25/09/2017","R/2017/245","SRS1700","Due to possible loosening of the adjuster lock nut  parking brake lever travel may become excessive and the parking brake may not be fully applied. If the vehicle is not parked in accordance with handbook instructions it is possible the vehicle could move.","MERCEDES-BENZ CARS UK LTD","SMART FORFOUR","01/04/2014","31/01/2016"
"25/09/2017","R/2017/245","SRS1700","Due to possible loosening of the adjuster lock nut  parking brake lever travel may become excessive and the parking brake may not be fully applied. If the vehicle is not parked in accordance with handbook instructions it is possible the vehicle could move.","MERCEDES-BENZ CARS UK LTD","SMART FORTWO","01/04/2014","31/01/2016"
"15/03/2017","R/2017/084","SRPC1706","It has been identified that the lever used to select the drive range on the steering column switch module may become inoperative due to possible damage of a circuit board. In the event of this fault occurs  then manual selection of the drive range (D  R  N  P) would no longer be possible. The Auto-P function as well as the automatic parking brake will still be available as intended. During manoeuvring  the vehicle may not change the drive range as intended by the driver when operating the selector lever during standstill. This could result in an increased risk of a collision/accident. ","MERCEDES BENZ","E-CLASS","01/07/2016","31/07/2016"
"09/12/2016","R/2016/259","SRL1606","It has been identified that the incorrect mounting bracket for the power assisted steering pump may have been installed. This can cause misalignment of the pump and cause wear to the drive mechanism. This could result in the failure of the drive shaft and subsequent loss of power assistance for the steering.","MERCEDES BENZ","ACTROS RANGE","01/07/2015","24/03/2016"
"09/12/2016","R/2016/259","SRL1606","It has been identified that the incorrect mounting bracket for the power assisted steering pump may have been installed. This can cause misalignment of the pump and cause wear to the drive mechanism. This could result in the failure of the drive shaft and subsequent loss of power assistance for the steering.","MERCEDES BENZ","AROCS","01/07/2015","24/03/2016"
"09/12/2016","R/2016/259","SRL1606","It has been identified that the incorrect mounting bracket for the power assisted steering pump may have been installed. This can cause misalignment of the pump and cause wear to the drive mechanism. This could result in the failure of the drive shaft and subsequent loss of power assistance for the steering.","MERCEDES BENZ","ACTROS RANGE","01/07/2015","24/03/2016"
"09/12/2016","R/2016/259","SRL1606","It has been identified that the incorrect mounting bracket for the power assisted steering pump may have been installed. This can cause misalignment of the pump and cause wear to the drive mechanism. This could result in the failure of the drive shaft and subsequent loss of power assistance for the steering.","MERCEDES BENZ","ANTOS","01/07/2015","24/03/2016"
"09/12/2016","R/2016/259","SRL1606","It has been identified that the incorrect mounting bracket for the power assisted steering pump may have been installed. This can cause misalignment of the pump and cause wear to the drive mechanism. This could result in the failure of the drive shaft and subsequent loss of power assistance for the steering.","MERCEDES BENZ","AROCS","01/07/2015","24/03/2016"
"09/12/2016","R/2016/259","SRL1606","It has been identified that the incorrect mounting bracket for the power assisted steering pump may have been installed. This can cause misalignment of the pump and cause wear to the drive mechanism. This could result in the failure of the drive shaft and subsequent loss of power assistance for the steering.","MERCEDES BENZ","ANTOS","01/07/2015","24/03/2016"
"27/02/2019","R/2018/349","SRPC1847","Incorrect calibration of the front passenger occupant classification system.","MERCEDES-BENZ CARS UK LTD","CLA","01/01/2018","28/02/2018"
"27/02/2019","R/2018/349","SRPC1847","Incorrect calibration of the front passenger occupant classification system.","MERCEDES-BENZ CARS UK LTD","CLA","01/01/2018","28/02/2018"
"27/02/2019","R/2018/349","SRPC1847","Incorrect calibration of the front passenger occupant classification system.","MERCEDES-BENZ CARS UK LTD","CLA","01/01/2018","28/02/2018"
"27/02/2019","R/2018/349","SRPC1847","Incorrect calibration of the front passenger occupant classification system.","MERCEDES-BENZ CARS UK LTD","CLA","01/01/2018","28/02/2018"
"27/02/2019","R/2018/349","SRPC1847","Incorrect calibration of the front passenger occupant classification system.","MERCEDES-BENZ CARS UK LTD","CLA","01/01/2018","28/02/2018"
"27/02/2019","R/2018/349","SRPC1847","Incorrect calibration of the front passenger occupant classification system.","MERCEDES-BENZ CARS UK LTD","CLA","01/01/2018","28/02/2018"
"27/02/2019","R/2018/349","SRPC1847","Incorrect calibration of the front passenger occupant classification system.","MERCEDES-BENZ CARS UK LTD","CLA","01/01/2018","28/02/2018"
"27/02/2019","R/2018/349","SRPC1847","Incorrect calibration of the front passenger occupant classification system.","MERCEDES-BENZ CARS UK LTD","B CLASS","01/01/2018","28/02/2018"
"27/02/2019","R/2018/349","SRPC1847","Incorrect calibration of the front passenger occupant classification system.","MERCEDES-BENZ CARS UK LTD","B CLASS","01/01/2018","28/02/2018"
"27/02/2019","R/2018/349","SRPC1847","Incorrect calibration of the front passenger occupant classification system.","MERCEDES-BENZ CARS UK LTD","B CLASS","01/01/2018","28/02/2018"
"27/02/2019","R/2018/349","SRPC1847","Incorrect calibration of the front passenger occupant classification system.","MERCEDES-BENZ CARS UK LTD","B CLASS","01/01/2018","28/02/2018"
"30/05/2000","R/2000/054","","Excessive crankshaft end-float may allow the torque converter to contact the crankshaft position sensor. Damage to the crankshaft position sensor may lead to engine cut-out/stall.","FORD","FOCUS","01/08/1999","23/02/2000"
"08/10/2018","R/2018/262","0036030200","Due to a fault at the vehicles assembly line some wheel bolts may not have been tightened to specification.","BMW","X5","12/07/2018","01/08/2018"
"08/10/2018","R/2018/262","0036030200","Due to a fault at the vehicles assembly line some wheel bolts may not have been tightened to specification.","BMW","X6M","12/07/2018","01/08/2018"
"08/10/2018","R/2018/262","0036030200","Due to a fault at the vehicles assembly line some wheel bolts may not have been tightened to specification.","BMW","X6","12/07/2018","01/08/2018"
"15/02/2017","R/2017/008","SRV1702","Unions on certain brake pipes may not have been tightened to the correct torque. This may allow fluid to escape and affect the braking efficiency.","MERCEDES BENZ","CITAN","09/09/2016","20/09/2016"
"15/02/2017","R/2017/008","SRV1702","Unions on certain brake pipes may not have been tightened to the correct torque. This may allow fluid to escape and affect the braking efficiency.","MERCEDES BENZ","CITAN","09/09/2016","20/09/2016"
"15/02/2017","R/2017/008","SRV1702","Unions on certain brake pipes may not have been tightened to the correct torque. This may allow fluid to escape and affect the braking efficiency.","MERCEDES BENZ","CITAN","09/09/2016","20/09/2016"
"15/02/2017","R/2017/008","SRV1702","Unions on certain brake pipes may not have been tightened to the correct torque. This may allow fluid to escape and affect the braking efficiency.","MERCEDES BENZ","CITAN","09/09/2016","20/09/2016"
"15/02/2017","R/2017/008","SRV1702","Unions on certain brake pipes may not have been tightened to the correct torque. This may allow fluid to escape and affect the braking efficiency.","MERCEDES BENZ","CITAN","09/09/2016","20/09/2016"
"30/11/2018","R/2018/261","18U23","Rear door latch child lock may not function correctly.","FORD","FOCUS","16/04/2018","02/08/2018"
"09/07/2018","R/2018/154","SRPC1820","The steering column clock spring may break. This will cause warning messages to illuminate in the instrument cluster but in extreme instances it may cause the driver's airbag to deploy","MERCEDES-BENZ CARS UK LTD","E-CLASS","11/06/2011","07/06/2017"
"09/07/2018","R/2018/154","SRPC1820","The steering column clock spring may break. This will cause warning messages to illuminate in the instrument cluster but in extreme instances it may cause the driver's airbag to deploy","MERCEDES-BENZ CARS UK LTD","C-CLASS","11/06/2011","07/06/2017"
"09/07/2018","R/2018/154","SRPC1820","The steering column clock spring may break. This will cause warning messages to illuminate in the instrument cluster but in extreme instances it may cause the driver's airbag to deploy","MERCEDES-BENZ CARS UK LTD","E-CLASS","11/06/2011","07/06/2017"
"09/07/2018","R/2018/154","SRPC1820","The steering column clock spring may break. This will cause warning messages to illuminate in the instrument cluster but in extreme instances it may cause the driver's airbag to deploy","MERCEDES-BENZ CARS UK LTD","C-CLASS","11/06/2011","07/06/2017"
"20/04/2002","R/2002/018","2C792","Under certain parking conditions the vehicle handbrake may not prevent the vehicle from moving.","FORD","MONDEO","01/10/2000","05/07/2001"
"16/08/2011","R/2011/069","U026","The electric heater of the charge air preheating system can overheat and a vehicle fire may occur.","MERCEDES BENZ","UNIMOG","01/01/2009","31/12/2010"
"12/02/2009","R/2008/176","P130","The window air bags may not fully deploy.","MERCEDES BENZ","VITO","24/06/2008","15/10/2008"
"12/02/2009","R/2008/176","P130","The window air bags may not fully deploy.","MERCEDES BENZ","VIANO","24/06/2008","15/10/2008"
"07/06/2018","R/2018/132","0061770400","The positive battery cable to the front distribution box behind the glove box can become damaged by vibrations and frictional corrosion. This may cause a loss of electrical connection to the distributions box. Symptoms include being  unable to gain entry or start the car but the most common are a flickering instrument panel or uneven engine performance. However  if the electrical connection is completely lost this will also affect the operation of the vehicles lighting systems; e.g. sidelights or hazard warning lamps.","BMW","1 SERIES","24/10/2006","30/06/2011"
"07/06/2018","R/2018/132","0061770400","The positive battery cable to the front distribution box behind the glove box can become damaged by vibrations and frictional corrosion. This may cause a loss of electrical connection to the distributions box. Symptoms include being  unable to gain entry or start the car but the most common are a flickering instrument panel or uneven engine performance. However  if the electrical connection is completely lost this will also affect the operation of the vehicles lighting systems; e.g. sidelights or hazard warning lamps.","BMW","Z4","02/12/2008","30/11/2009"
"07/06/2018","R/2018/132","0061770400","The positive battery cable to the front distribution box behind the glove box can become damaged by vibrations and frictional corrosion. This may cause a loss of electrical connection to the distributions box. Symptoms include being  unable to gain entry or start the car but the most common are a flickering instrument panel or uneven engine performance. However  if the electrical connection is completely lost this will also affect the operation of the vehicles lighting systems; e.g. sidelights or hazard warning lamps.","BMW","X1","19/08/2009","15/06/2011"
"07/06/2018","R/2018/132","0061770400","The positive battery cable to the front distribution box behind the glove box can become damaged by vibrations and frictional corrosion. This may cause a loss of electrical connection to the distributions box. Symptoms include being  unable to gain entry or start the car but the most common are a flickering instrument panel or uneven engine performance. However  if the electrical connection is completely lost this will also affect the operation of the vehicles lighting systems; e.g. sidelights or hazard warning lamps.","BMW","3 SERIES","20/09/2006","30/06/2011"
"24/10/2011","R/2011/116","P172","Power steering assistance may be lost due to an implausible signal occurring in the control unit. The mechanical steering of the vehicle is maintained but greater input from the driver will be required. When the fault occurs warning will be delivered both visually on the vehicle display and audibly via a signal tone.","MERCEDES BENZ","CLS","01/11/2010","30/04/2011"
"24/10/2011","R/2011/116","P172","Power steering assistance may be lost due to an implausible signal occurring in the control unit. The mechanical steering of the vehicle is maintained but greater input from the driver will be required. When the fault occurs warning will be delivered both visually on the vehicle display and audibly via a signal tone.","MERCEDES BENZ","E CLASS","01/11/2010","30/04/2011"
"24/09/2014","R/2014/099","SRL1403","On affected vehicles the harness to the power distributor may chafe against a support bracket. In extreme cases the wires may chafe through and short. This can cause erroneous warning lamp illumination or functional limitations to the transmission control or illumination equipment. Other consequential damage may also occur. ","MERCEDES BENZ","AROCS","14/10/2013","15/05/2014"
"07/10/2008","R/2008/143","P110","It has been identified that  a fuel leak may occur due to the possible detachment of the fuel line from the fuel tank to the engine. ","MERCEDES BENZ","VITO","01/01/2004","31/12/2006"
"07/10/2008","R/2008/143","P110","It has been identified that  a fuel leak may occur due to the possible detachment of the fuel line from the fuel tank to the engine. ","MERCEDES BENZ","VIANO","01/01/2004","31/12/2006"
"09/12/96","R/1996/098","","On some Transit Ambulance vehicles the split charge relay is insufficiently rated for its application. Additionally on these same vehicles the engine compartment wiring loom is equipped with unsatisfactory insulation.","FORD","TRANSIT","01/01/1991","31/12/1993"
"29/01/2019","R/2019/003","SRPC1850","The locks of the right and/or left seat backrest may not be able to lock.","MERCEDES-BENZ CARS UK LTD","A CLASS","01/05/2018","30/08/2018"
"29/01/2019","R/2019/003","SRPC1850","The locks of the right and/or left seat backrest may not be able to lock.","MERCEDES-BENZ CARS UK LTD","A CLASS","01/05/2018","30/08/2018"
"01/02/2007","R/2006/229","C102","Wiring harness from starter to alternator may detach  power supply will fail and wiring may short circuit.","MERCEDES BENZ","SPRINTER","01/12/2006","01/12/2006"
"07/11/2019","R/2019/302","SRPC1944","The bonding between the carbon-fibre driveshaft and the engine-/transmission flange might not meet the specification.","MERCEDES-BENZ CARS UK LTD","AMG GT","01/06/2015","31/03/2016"
"10/07/2002","R/2002/073","","Due to an ECU software error within the electrical system  the fuel pump may operate at an insufficient speed once the fuel tank level has been reduced to less than 30 litres.","BMW","7 SERIES","02/01/2002","23/05/2002"
"09/10/2017","R/2017/260","SRL1715","The rear axle casings may crack and oil may leak. In extreme cases the axle casing may fail.","MERCEDES-BENZ TRUCKS UK LTD","ATEGO 967","25/10/2013","12/02/2014"
"09/10/2017","R/2017/260","SRL1715","The rear axle casings may crack and oil may leak. In extreme cases the axle casing may fail.","MERCEDES-BENZ TRUCKS UK LTD","ATEGO II","25/10/2013","12/02/2014"
"08/04/2009","R/2009/016","8C203","It has been identified that  due to a specification change to the engine cooling fan module  vehicles operated in countries which have high road salt usage during the winter months may experience an increased risk of corrosion build up. In extreme cases  the corrosion can penetrate the electrical circuits and result in overheating. In rare cases the overheating may be sufficient to ignite the cooling fan control module and surrounding wiring whilst the vehicle is parked.","FORD","FOCUS","01/06/2006","25/01/2007"
"14/03/2017","R/2017/108","10M10420A","The door striker pins could be damaged/deformed to a position where it is possible for the doors/s to open when the vehicle is travelling at high speed.","MERCEDES BENZ BUS","TOURISMO","01/01/2016","09/03/2017"
"02/12/2005","R/2005/143","C040","Moisture may penetrate the steering shaft and cause corrosion","MERCEDES BENZ","ACTROS RANGE","01/10/1999","01/10/1999"
"25/11/2004","R/2004/196","4C967SI","The wiring for the side airbags within the electrical connector for the control module is reversed. In the event of an impact which triggered the side airbag system  the incorrect side would be deployed. ","FORD","CONNECT","23/02/2004","12/11/2004"
"25/11/2004","R/2004/196","4C967SI","The wiring for the side airbags within the electrical connector for the control module is reversed. In the event of an impact which triggered the side airbag system  the incorrect side would be deployed. ","FORD","TOURNEO","23/02/2004","12/11/2004"
"20/12/2013","R/2013/149","0062330100","Electronically deployed tow hitch is automatically deployed by button located ion luggage compartment. The pivot uses a mechanical control link which is electrically  adjusted. This  is necessary to prevent a loosening or shaking loose of the end stop during driving. Due to a software error  in the instrument cluster  the driver may not  in certain cases  get prior warning if the adjustment fails. The consequences of this are that the ball hitch can shake loose from the end stop whilst driving. The control link can break due to the imposed load of the trailer and the hitch can pivot downwards causing loosening/detachment of the trailer and adversely affect the vehicle control.","BMW","5 SERIES","28/06/2013","12/11/2013"
"10/10/2018","R/2018/232","SRPC1832","ISOFIX mounting support incorrect specification","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/10/2017","30/11/2017"
"18/09/2017","R/2017/219","SRL1710","Due to an error in the manufacturing process the lower steering shaft universal joint may not have been produced to the correct specification. Under heavy steering forces it is possible for the column shaft to move within the universal joint connection.","MERCEDES BENZ","ANTOS","02/11/2016","20/01/2017"
"18/09/2017","R/2017/219","SRL1710","Due to an error in the manufacturing process the lower steering shaft universal joint may not have been produced to the correct specification. Under heavy steering forces it is possible for the column shaft to move within the universal joint connection.","MERCEDES BENZ","ACTROS RANGE","02/11/2016","20/01/2017"
"18/09/2017","R/2017/219","SRL1710","Due to an error in the manufacturing process the lower steering shaft universal joint may not have been produced to the correct specification. Under heavy steering forces it is possible for the column shaft to move within the universal joint connection.","MERCEDES BENZ","ECONIC","02/11/2016","20/01/2017"
"15/10/2001","R/2001/121","1C775","It is possible that the rough surface of the heater blower resistor's stainless steel connector blades can damage the copper surface of the wiring harness connector. This could result in arcing  and overheating of the wiring connector.","FORD","COUGAR","01/12/1997","31/05/1998"
"06/02/2017","R/2017/009","16S19","It is possible for the automatic transmission to shift from 6th to 1st due to an incorrect signal from the output speed sensor. The unintended down shift will cause an abrupt wheel speed reduction.","FORD","RANGER","29/09/2011","30/03/2012"
"08/10/2001","R/2001/113","1C767","The design of the parking brake ratchet teeth can allow a partial engagement  resulting in damage to the tooth  which can then slip to the next tooth. If ignored the wear will continue on the next tooth and the efficiency of the parking brake may become insufficient to hold the vehicle in place.","FORD","MONDEO","01/11/1999","01/05/2000"
"08/10/2001","R/2001/113","1C767","The design of the parking brake ratchet teeth can allow a partial engagement  resulting in damage to the tooth  which can then slip to the next tooth. If ignored the wear will continue on the next tooth and the efficiency of the parking brake may become insufficient to hold the vehicle in place.","FORD","COUGAR","01/11/1999","01/05/2000"
"01/12/2015","R/2015/237","SRPC1520","The cylinder head of the high pressure fuel pump may not be to specification. During operation of the pump cracks can form and eventually fuel may leak. Escaping fuel could lead to the engine stopping and fuel leaking in exceptional circumstances could lead to a fire.","MERCEDES BENZ","G CLASS","28/10/2015","29/10/2015"
"17/09/2014","R/2014/106","TI07.12M08199A","On affected vehicles the sealing washers used at the Banjo connections for the  fuel leak off line are not to the required specification. They may allow fuel to leak and cause environmental contamination. Fuel may also leak on to hot components and possibly ignite","MERCEDES BENZ BUS","CITARO","01/07/2010","19/02/2014"
"20/12/2013","RM/2013/030","","On certain machines the software data in the Engine Control Unit (ECU) may have to tight a limit on the throttle value signal.  In rare cases  this can cause the engine to stall and cause the rider to loose control of the machine.","BMW MOTORCYCLES","K SERIES","21/01/2011","09/03/2012"
"20/12/2013","RM/2013/030","","On certain machines the software data in the Engine Control Unit (ECU) may have to tight a limit on the throttle value signal.  In rare cases  this can cause the engine to stall and cause the rider to loose control of the machine.","BMW MOTORCYCLES","K SERIES","21/01/2011","12/03/2012"
"15/03/96","R/1996/040","","It is possible that some Mondeo vehicles may have been fitted with a right hand front brake caliper where the casting is not to specification. In time this may result in fluid leakage with the loss of one brake circuit.","FORD","MONDEO","10/10/1995","12/10/1995"
"15/07/2008","R/2008/100","","It has been identified that  defects in a material joint may have resulted during the heat treatment of individual components of the rear axle carrier. This may result in failure of the holders of the links and struts  even under normal driving conditions. Should the holder of a link fail whilst the vehicle is in motion  the handling characteristics of the vehicle would undergo an unexpected change  which could result in an accident.","BMW","5 SERIES","10/06/2008","20/06/2008"
"15/07/2008","R/2008/100","","It has been identified that  defects in a material joint may have resulted during the heat treatment of individual components of the rear axle carrier. This may result in failure of the holders of the links and struts  even under normal driving conditions. Should the holder of a link fail whilst the vehicle is in motion  the handling characteristics of the vehicle would undergo an unexpected change  which could result in an accident.","BMW","6 SERIES","10/06/2008","20/06/2008"
"15/07/2008","R/2008/100","","It has been identified that  defects in a material joint may have resulted during the heat treatment of individual components of the rear axle carrier. This may result in failure of the holders of the links and struts  even under normal driving conditions. Should the holder of a link fail whilst the vehicle is in motion  the handling characteristics of the vehicle would undergo an unexpected change  which could result in an accident.","BMW","7 SERIES","10/06/2008","20/06/2008"
"03/12/2015","R/2015/244","0012170400","The engine current sensors have not been calibrated correctly  which could lead to an increased recuperation torque during vehicle deceleration. An increased recuperation torque during deceleration could lead to a vehicle oversteer condition in the i3 and vehicle understeer condition in the i8. This could lead to skidding on slippery roads during driving.","BMW","i3","09/10/2015","04/11/2015"
"03/12/2015","R/2015/244","0012170400","The engine current sensors have not been calibrated correctly  which could lead to an increased recuperation torque during vehicle deceleration. An increased recuperation torque during deceleration could lead to a vehicle oversteer condition in the i3 and vehicle understeer condition in the i8. This could lead to skidding on slippery roads during driving.","BMW","i8","09/10/2015","04/11/2015"
"10/07/2002","R/2002/088","2U825","Battery cable may chafe on transmission valve cover plate.","FORD","MONDEO","01/06/2000","31/05/2002"
"23/02/2007","R/2007/015","6U060","It has been identified that a number of vehicles have been produced with front suspension lower arm bolts which may have been tightened to an incorrect torque. In this condition  failure of a bolt may result in partial detachment of the arm from the subframe  which could adversely affect the steering and stability control.","FORD","TRANSIT","05/07/2006","12/07/2006"
"03/02/94","R/1994/005","","The offside service brake hose on the first axle may be incorrectly routed. This may result in a chafe condition. In extreme cases this may lead to premature hose failure and a reduction in front axle braking effort.","MERCEDES BENZ","","01/10/1992","28/02/1993"
"03/02/94","R/1994/005","","The offside service brake hose on the first axle may be incorrectly routed. This may result in a chafe condition. In extreme cases this may lead to premature hose failure and a reduction in front axle braking effort.","MERCEDES BENZ","25 SERIES","01/10/1992","28/02/1993"
"09/11/2001","R/2001/146","","Cuts have been observed on isolated Continental tyres fitted to vehicles. The cuts (1-5 cm in length) are of varying severity and can lead to a loss of tyre pressure. This can destroy the tyre if the vehicle continues to be driven.","BMW","3 SERIES","28/09/2001","24/10/2001"
